Overall Test Number,Algorithm,Map Type,Map Id,Start Point,Goal Point,Test Number,Iteration,Timestep,Num Collision Checks,Batch Size,Cumulative Num Sampled,Current Path Cost,Any Path Found
10561,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",1,730,14.05,813,1000,1000,198.05,True
10562,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",2,742,14.63,826,1000,1000,198.67,True
10563,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",3,737,14.31,855,1000,1000,194.74,True
10564,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",4,721,13.64,813,1000,1000,192.08,True
10565,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",0,671,12.88,774,1000,1000,307.59,True
10566,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",1,686,13.09,780,1000,1000,310.69,True
10567,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",2,704,13.63,816,1000,1000,321.5,True
10568,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",3,690,13.21,787,1000,1000,307.27,True
10569,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",4,706,13.22,794,1000,1000,305.54,True
10570,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",0,754,21.92,841,1000,1000,239.34,True
10571,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",1,778,22.1,878,1000,1000,236.47,True
10572,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",2,752,20.81,842,1000,1000,245.78,True
10573,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",3,746,22.12,873,1000,1000,248.83,True
10574,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",4,738,20.57,845,1000,1000,233.57,True
10575,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",0,925,30.52,1055,1000,1000,301.4,True
10576,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",1,918,31.85,1092,1000,1000,290.7,True
10577,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",2,913,30.45,1034,1000,1000,299.32,True
10578,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",3,934,32.05,1065,1000,1000,298.93,True
10579,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",4,922,32.13,1075,1000,1000,300.75,True
10580,fmt,forest,13,"[108, 175]","[33, 11]",0,953,29.1,1096,1000,1000,230.41,True
10581,fmt,forest,13,"[108, 175]","[33, 11]",1,953,27.67,1071,1000,1000,229.57,True
10582,fmt,forest,13,"[108, 175]","[33, 11]",2,963,28.0,1075,1000,1000,237.11,True
10583,fmt,forest,13,"[108, 175]","[33, 11]",3,953,27.98,1084,1000,1000,223.33,True
10584,fmt,forest,13,"[108, 175]","[33, 11]",4,952,27.89,1074,1000,1000,232.52,True
10585,fmt,forest,13,"[234, 250]","[11, 97]",0,872,25.99,1047,1000,1000,296.92,True
10586,fmt,forest,13,"[234, 250]","[11, 97]",1,895,27.06,1039,1000,1000,302.9,True
10587,fmt,forest,13,"[234, 250]","[11, 97]",2,850,25.7,1020,1000,1000,294.77,True
10588,fmt,forest,13,"[234, 250]","[11, 97]",3,896,26.42,1013,1000,1000,302.6,True
10589,fmt,forest,13,"[234, 250]","[11, 97]",4,884,26.69,1023,1000,1000,298.5,True
10590,fmt,gapsforest,19,"[218, 110]","[38, 99]",0,403,12.85,503,1000,1000,187.14,True
10591,fmt,gapsforest,19,"[218, 110]","[38, 99]",1,368,12.05,475,1000,1000,183.52,True
10592,fmt,gapsforest,19,"[218, 110]","[38, 99]",2,389,12.54,503,1000,1000,184.42,True
10593,fmt,gapsforest,19,"[218, 110]","[38, 99]",3,415,13.38,524,1000,1000,187.89,True
10594,fmt,gapsforest,19,"[218, 110]","[38, 99]",4,429,13.57,553,1000,1000,186.52,True
10595,fmt,gapsforest,19,"[206, 209]","[6, 27]",0,720,21.2,806,1000,1000,333.38,True
10596,fmt,gapsforest,19,"[206, 209]","[6, 27]",1,726,21.83,827,1000,1000,321.34,True
10597,fmt,gapsforest,19,"[206, 209]","[6, 27]",2,712,21.67,803,1000,1000,319.77,True
10598,fmt,gapsforest,19,"[206, 209]","[6, 27]",3,700,20.3,778,1000,1000,326.99,True
10599,fmt,gapsforest,19,"[206, 209]","[6, 27]",4,736,21.44,799,1000,1000,324.64,True
10600,fmt,maze,24,"[93, 71]","[223, 196]",0,677,35.59,1125,1000,1000,-1,False
10601,fmt,maze,24,"[93, 71]","[223, 196]",1,700,36.31,1100,1000,1000,-1,False
10602,fmt,maze,24,"[93, 71]","[223, 196]",2,658,37.83,1296,1000,1000,-1,False
10603,fmt,maze,24,"[93, 71]","[223, 196]",3,668,36.38,1199,1000,1000,-1,False
10604,fmt,maze,24,"[93, 71]","[223, 196]",4,660,35.98,1207,1000,1000,-1,False
10605,fmt,maze,24,"[229, 7]","[73, 228]",0,600,34.07,1059,1000,1000,421.51,True
10606,fmt,maze,24,"[229, 7]","[73, 228]",1,594,34.8,1023,1000,1000,409.81,True
10607,fmt,maze,24,"[229, 7]","[73, 228]",2,539,35.01,1201,1000,1000,419.92,True
10608,fmt,maze,24,"[229, 7]","[73, 228]",3,580,35.16,1140,1000,1000,412.69,True
10609,fmt,maze,24,"[229, 7]","[73, 228]",4,579,34.64,1116,1000,1000,407.02,True
10610,fmt,multibugtrap,28,"[104, 41]","[196, 196]",0,780,30.0,1175,1000,1000,235.5,True
10611,fmt,multibugtrap,28,"[104, 41]","[196, 196]",1,790,29.12,1019,1000,1000,244.16,True
10612,fmt,multibugtrap,28,"[104, 41]","[196, 196]",2,765,28.47,1044,1000,1000,233.4,True
10613,fmt,multibugtrap,28,"[104, 41]","[196, 196]",3,769,28.0,977,1000,1000,251.03,True
10614,fmt,multibugtrap,28,"[104, 41]","[196, 196]",4,781,29.71,1059,1000,1000,256.55,True
10615,fmt,multibugtrap,28,"[59, 247]","[193, 12]",0,856,36.03,1321,1000,1000,289.02,True
10616,fmt,multibugtrap,28,"[59, 247]","[193, 12]",1,879,34.46,1210,1000,1000,288.33,True
10617,fmt,multibugtrap,28,"[59, 247]","[193, 12]",2,874,34.91,1212,1000,1000,290.61,True
10618,fmt,multibugtrap,28,"[59, 247]","[193, 12]",3,876,33.8,1119,1000,1000,299.41,True
10619,fmt,multibugtrap,28,"[59, 247]","[193, 12]",4,876,35.79,1174,1000,1000,286.99,True
10620,fmt,bugtrap,37,"[122, 34]","[111, 214]",0,933,21.67,1063,1000,1000,251.12,True
10621,fmt,bugtrap,37,"[122, 34]","[111, 214]",1,918,20.37,1021,1000,1000,249.74,True
10622,fmt,bugtrap,37,"[122, 34]","[111, 214]",2,923,20.77,1032,1000,1000,247.13,True
10623,fmt,bugtrap,37,"[122, 34]","[111, 214]",3,918,21.16,1054,1000,1000,243.0,True
10624,fmt,bugtrap,37,"[122, 34]","[111, 214]",4,926,21.11,1025,1000,1000,245.01,True
10625,fmt,bugtrap,37,"[12, 242]","[248, 110]",0,849,21.53,1004,1000,1000,289.55,True
10626,fmt,bugtrap,37,"[12, 242]","[248, 110]",1,854,19.81,960,1000,1000,295.16,True
10627,fmt,bugtrap,37,"[12, 242]","[248, 110]",2,855,20.19,945,1000,1000,291.25,True
10628,fmt,bugtrap,37,"[12, 242]","[248, 110]",3,866,22.05,1014,1000,1000,291.58,True
10629,fmt,bugtrap,37,"[12, 242]","[248, 110]",4,885,21.5,1005,1000,1000,300.06,True
