Overall Test Number,Algorithm,Map Type,Map Id,Start Point,Goal Point,Test Number,Iteration,Timestep,Num Collision Checks,Batch Size,Cumulative Num Sampled,Current Path Cost,Any Path Found
10275,fmt,gapsforest,16,"[215, 25]","[38, 236]",0,8,0.8,16,50,50,-1,False
10276,fmt,gapsforest,16,"[215, 25]","[38, 236]",1,8,1.11,16,50,50,-1,False
10277,fmt,gapsforest,16,"[215, 25]","[38, 236]",2,8,0.79,16,50,50,-1,False
10278,fmt,gapsforest,16,"[215, 25]","[38, 236]",3,8,0.74,16,50,50,-1,False
10279,fmt,gapsforest,16,"[215, 25]","[38, 236]",4,8,0.84,16,50,50,-1,False
10280,fmt,gapsforest,17,"[206, 5]","[42, 246]",0,35,3.1,54,50,50,-1,False
10281,fmt,gapsforest,17,"[206, 5]","[42, 246]",1,35,3.35,54,50,50,-1,False
10282,fmt,gapsforest,17,"[206, 5]","[42, 246]",2,35,3.71,54,50,50,-1,False
10283,fmt,gapsforest,17,"[206, 5]","[42, 246]",3,35,2.86,54,50,50,-1,False
10284,fmt,gapsforest,17,"[206, 5]","[42, 246]",4,35,2.96,54,50,50,-1,False
10285,fmt,gapsforest,18,"[207, 234]","[8, 16]",0,24,3.63,58,50,50,370.09,True
10286,fmt,gapsforest,18,"[207, 234]","[8, 16]",1,24,3.78,58,50,50,370.09,True
10287,fmt,gapsforest,18,"[207, 234]","[8, 16]",2,24,3.44,58,50,50,370.09,True
10288,fmt,gapsforest,18,"[207, 234]","[8, 16]",3,24,3.85,58,50,50,370.09,True
10289,fmt,gapsforest,18,"[207, 234]","[8, 16]",4,24,3.65,58,50,50,370.09,True
10290,fmt,gapsforest,19,"[233, 15]","[76, 237]",0,1,0.25,5,50,50,-1,False
10291,fmt,gapsforest,19,"[233, 15]","[76, 237]",1,1,0.31,5,50,50,-1,False
10292,fmt,gapsforest,19,"[233, 15]","[76, 237]",2,1,0.19,5,50,50,-1,False
10293,fmt,gapsforest,19,"[233, 15]","[76, 237]",3,1,0.2,5,50,50,-1,False
10294,fmt,gapsforest,19,"[233, 15]","[76, 237]",4,1,0.19,5,50,50,-1,False
10295,fmt,gapsforest,20,"[246, 214]","[6, 18]",0,4,0.36,7,50,50,-1,False
10296,fmt,gapsforest,20,"[246, 214]","[6, 18]",1,4,0.52,7,50,50,-1,False
10297,fmt,gapsforest,20,"[246, 214]","[6, 18]",2,4,0.34,7,50,50,-1,False
10298,fmt,gapsforest,20,"[246, 214]","[6, 18]",3,4,0.33,7,50,50,-1,False
10299,fmt,gapsforest,20,"[246, 214]","[6, 18]",4,4,0.35,7,50,50,-1,False
10300,fmt,maze,21,"[219, 250]","[10, 61]",0,5,1.41,17,50,50,-1,False
10301,fmt,maze,21,"[219, 250]","[10, 61]",1,5,1.43,17,50,50,-1,False
10302,fmt,maze,21,"[219, 250]","[10, 61]",2,5,1.65,17,50,50,-1,False
10303,fmt,maze,21,"[219, 250]","[10, 61]",3,5,1.72,17,50,50,-1,False
10304,fmt,maze,21,"[219, 250]","[10, 61]",4,5,1.72,17,50,50,-1,False
10305,fmt,maze,22,"[231, 204]","[18, 23]",0,1,0.39,7,50,50,-1,False
10306,fmt,maze,22,"[231, 204]","[18, 23]",1,1,0.39,7,50,50,-1,False
10307,fmt,maze,22,"[231, 204]","[18, 23]",2,1,0.34,7,50,50,-1,False
10308,fmt,maze,22,"[231, 204]","[18, 23]",3,1,0.43,7,50,50,-1,False
10309,fmt,maze,22,"[231, 204]","[18, 23]",4,1,0.3,7,50,50,-1,False
10310,fmt,maze,23,"[235, 235]","[57, 8]",0,1,0.27,5,50,50,-1,False
10311,fmt,maze,23,"[235, 235]","[57, 8]",1,1,0.28,5,50,50,-1,False
10312,fmt,maze,23,"[235, 235]","[57, 8]",2,1,0.35,5,50,50,-1,False
10313,fmt,maze,23,"[235, 235]","[57, 8]",3,1,0.33,5,50,50,-1,False
10314,fmt,maze,23,"[235, 235]","[57, 8]",4,1,0.27,5,50,50,-1,False
10315,fmt,maze,24,"[243, 215]","[12, 43]",0,3,0.82,13,50,50,-1,False
10316,fmt,maze,24,"[243, 215]","[12, 43]",1,3,0.7,13,50,50,-1,False
10317,fmt,maze,24,"[243, 215]","[12, 43]",2,3,0.98,13,50,50,-1,False
10318,fmt,maze,24,"[243, 215]","[12, 43]",3,3,0.97,13,50,50,-1,False
10319,fmt,maze,24,"[243, 215]","[12, 43]",4,3,0.9,13,50,50,-1,False
10320,fmt,maze,25,"[39, 18]","[190, 250]",0,17,6.32,69,50,50,-1,False
10321,fmt,maze,25,"[39, 18]","[190, 250]",1,17,5.39,69,50,50,-1,False
10322,fmt,maze,25,"[39, 18]","[190, 250]",2,17,5.38,69,50,50,-1,False
10323,fmt,maze,25,"[39, 18]","[190, 250]",3,17,5.39,69,50,50,-1,False
10324,fmt,maze,25,"[39, 18]","[190, 250]",4,17,5.65,69,50,50,-1,False
10325,fmt,multibugtrap,26,"[10, 242]","[171, 14]",0,4,1.24,18,50,50,-1,False
10326,fmt,multibugtrap,26,"[10, 242]","[171, 14]",1,4,1.2,18,50,50,-1,False
10327,fmt,multibugtrap,26,"[10, 242]","[171, 14]",2,4,1.01,18,50,50,-1,False
10328,fmt,multibugtrap,26,"[10, 242]","[171, 14]",3,4,1.01,18,50,50,-1,False
10329,fmt,multibugtrap,26,"[10, 242]","[171, 14]",4,4,1.25,18,50,50,-1,False
10330,fmt,multibugtrap,27,"[206, 231]","[23, 6]",0,7,3.72,56,50,50,314.02,True
10331,fmt,multibugtrap,27,"[206, 231]","[23, 6]",1,7,3.54,56,50,50,314.02,True
10332,fmt,multibugtrap,27,"[206, 231]","[23, 6]",2,7,3.31,56,50,50,314.02,True
10333,fmt,multibugtrap,27,"[206, 231]","[23, 6]",3,7,3.29,56,50,50,314.02,True
10334,fmt,multibugtrap,27,"[206, 231]","[23, 6]",4,7,3.32,56,50,50,314.02,True
10335,fmt,multibugtrap,28,"[39, 231]","[224, 17]",0,7,4.27,61,50,50,296.47,True
10336,fmt,multibugtrap,28,"[39, 231]","[224, 17]",1,7,4.25,61,50,50,296.47,True
10337,fmt,multibugtrap,28,"[39, 231]","[224, 17]",2,7,4.33,61,50,50,296.47,True
10338,fmt,multibugtrap,28,"[39, 231]","[224, 17]",3,7,4.21,61,50,50,296.47,True
10339,fmt,multibugtrap,28,"[39, 231]","[224, 17]",4,7,3.85,61,50,50,296.47,True
10340,fmt,multibugtrap,29,"[6, 17]","[234, 193]",0,18,5.39,112,50,50,375.26,True
10341,fmt,multibugtrap,29,"[6, 17]","[234, 193]",1,18,5.15,112,50,50,375.26,True
10342,fmt,multibugtrap,29,"[6, 17]","[234, 193]",2,18,5.46,112,50,50,375.26,True
10343,fmt,multibugtrap,29,"[6, 17]","[234, 193]",3,18,5.18,112,50,50,375.26,True
10344,fmt,multibugtrap,29,"[6, 17]","[234, 193]",4,18,4.93,112,50,50,375.26,True
10345,fmt,multibugtrap,30,"[202, 35]","[12, 247]",0,27,6.1,119,50,50,397.67,True
10346,fmt,multibugtrap,30,"[202, 35]","[12, 247]",1,27,6.64,119,50,50,397.67,True
10347,fmt,multibugtrap,30,"[202, 35]","[12, 247]",2,27,6.66,119,50,50,397.67,True
10348,fmt,multibugtrap,30,"[202, 35]","[12, 247]",3,27,7.26,119,50,50,397.67,True
10349,fmt,multibugtrap,30,"[202, 35]","[12, 247]",4,27,6.49,119,50,50,397.67,True
10350,fmt,shiftinggaps,31,"[75, 15]","[245, 228]",0,14,1.88,49,50,50,292.2,True
10351,fmt,shiftinggaps,31,"[75, 15]","[245, 228]",1,14,1.84,49,50,50,292.2,True
10352,fmt,shiftinggaps,31,"[75, 15]","[245, 228]",2,14,1.66,49,50,50,292.2,True
10353,fmt,shiftinggaps,31,"[75, 15]","[245, 228]",3,14,1.87,49,50,50,292.2,True
10354,fmt,shiftinggaps,31,"[75, 15]","[245, 228]",4,14,1.76,49,50,50,292.2,True
10355,fmt,shiftinggaps,32,"[20, 246]","[182, 13]",0,11,1.63,44,50,50,300.53,True
10356,fmt,shiftinggaps,32,"[20, 246]","[182, 13]",1,11,1.85,44,50,50,300.53,True
10357,fmt,shiftinggaps,32,"[20, 246]","[182, 13]",2,11,1.78,44,50,50,300.53,True
10358,fmt,shiftinggaps,32,"[20, 246]","[182, 13]",3,11,1.86,44,50,50,300.53,True
10359,fmt,shiftinggaps,32,"[20, 246]","[182, 13]",4,11,1.84,44,50,50,300.53,True
10360,fmt,shiftinggaps,33,"[5, 13]","[181, 246]",0,25,1.47,30,50,50,-1,False
10361,fmt,shiftinggaps,33,"[5, 13]","[181, 246]",1,25,1.35,30,50,50,-1,False
10362,fmt,shiftinggaps,33,"[5, 13]","[181, 246]",2,25,1.39,30,50,50,-1,False
10363,fmt,shiftinggaps,33,"[5, 13]","[181, 246]",3,25,1.36,30,50,50,-1,False
10364,fmt,shiftinggaps,33,"[5, 13]","[181, 246]",4,25,1.51,30,50,50,-1,False
10365,fmt,shiftinggaps,34,"[27, 242]","[211, 27]",0,24,1.22,28,50,50,-1,False
10366,fmt,shiftinggaps,34,"[27, 242]","[211, 27]",1,24,1.37,28,50,50,-1,False
10367,fmt,shiftinggaps,34,"[27, 242]","[211, 27]",2,24,1.15,28,50,50,-1,False
10368,fmt,shiftinggaps,34,"[27, 242]","[211, 27]",3,24,1.13,28,50,50,-1,False
10369,fmt,shiftinggaps,34,"[27, 242]","[211, 27]",4,24,1.15,28,50,50,-1,False
10370,fmt,shiftinggaps,35,"[205, 231]","[54, 6]",0,24,1.71,35,50,50,-1,False
10371,fmt,shiftinggaps,35,"[205, 231]","[54, 6]",1,24,1.43,35,50,50,-1,False
10372,fmt,shiftinggaps,35,"[205, 231]","[54, 6]",2,24,1.51,35,50,50,-1,False
10373,fmt,shiftinggaps,35,"[205, 231]","[54, 6]",3,24,1.49,35,50,50,-1,False
10374,fmt,shiftinggaps,35,"[205, 231]","[54, 6]",4,24,1.48,35,50,50,-1,False
10375,fmt,bugtrap,36,"[244, 240]","[61, 8]",0,21,3.35,75,50,50,354.11,True
10376,fmt,bugtrap,36,"[244, 240]","[61, 8]",1,21,3.42,75,50,50,354.11,True
10377,fmt,bugtrap,36,"[244, 240]","[61, 8]",2,21,3.63,75,50,50,354.11,True
10378,fmt,bugtrap,36,"[244, 240]","[61, 8]",3,21,3.29,75,50,50,354.11,True
10379,fmt,bugtrap,36,"[244, 240]","[61, 8]",4,21,3.41,75,50,50,354.11,True
10380,fmt,bugtrap,37,"[37, 24]","[247, 198]",0,16,2.32,44,50,50,293.53,True
10381,fmt,bugtrap,37,"[37, 24]","[247, 198]",1,16,2.24,44,50,50,293.53,True
10382,fmt,bugtrap,37,"[37, 24]","[247, 198]",2,16,2.61,44,50,50,293.53,True
10383,fmt,bugtrap,37,"[37, 24]","[247, 198]",3,16,2.38,44,50,50,293.53,True
10384,fmt,bugtrap,37,"[37, 24]","[247, 198]",4,16,2.44,44,50,50,293.53,True
10385,fmt,bugtrap,38,"[15, 28]","[220, 219]",0,15,3.06,62,50,50,358.42,True
10386,fmt,bugtrap,38,"[15, 28]","[220, 219]",1,15,3.55,62,50,50,358.42,True
10387,fmt,bugtrap,38,"[15, 28]","[220, 219]",2,15,3.11,62,50,50,358.42,True
10388,fmt,bugtrap,38,"[15, 28]","[220, 219]",3,15,3.59,62,50,50,358.42,True
10389,fmt,bugtrap,38,"[15, 28]","[220, 219]",4,15,3.27,62,50,50,358.42,True
10390,fmt,bugtrap,39,"[51, 218]","[223, 6]",0,27,3.87,76,50,50,361.43,True
10391,fmt,bugtrap,39,"[51, 218]","[223, 6]",1,27,3.93,76,50,50,361.43,True
10392,fmt,bugtrap,39,"[51, 218]","[223, 6]",2,27,3.48,76,50,50,361.43,True
10393,fmt,bugtrap,39,"[51, 218]","[223, 6]",3,27,3.63,76,50,50,361.43,True
10394,fmt,bugtrap,39,"[51, 218]","[223, 6]",4,27,3.82,76,50,50,361.43,True
10395,fmt,bugtrap,40,"[236, 9]","[34, 250]",0,10,1.9,50,50,50,327.09,True
10396,fmt,bugtrap,40,"[236, 9]","[34, 250]",1,10,1.74,50,50,50,327.09,True
10397,fmt,bugtrap,40,"[236, 9]","[34, 250]",2,10,1.98,50,50,50,327.09,True
10398,fmt,bugtrap,40,"[236, 9]","[34, 250]",3,10,1.62,50,50,50,327.09,True
10399,fmt,bugtrap,40,"[236, 9]","[34, 250]",4,10,1.76,50,50,50,327.09,True
10400,fmt,alternatinggaps,01,"[232, 5]","[7, 165]",0,56,3.81,92,100,100,366.51,True
10401,fmt,alternatinggaps,01,"[232, 5]","[7, 165]",1,56,3.46,92,100,100,366.51,True
10402,fmt,alternatinggaps,01,"[232, 5]","[7, 165]",2,56,3.02,92,100,100,366.51,True
10403,fmt,alternatinggaps,01,"[232, 5]","[7, 165]",3,56,3.35,92,100,100,366.51,True
10404,fmt,alternatinggaps,01,"[232, 5]","[7, 165]",4,56,3.28,92,100,100,366.51,True
10405,fmt,alternatinggaps,02,"[10, 9]","[230, 198]",0,24,2.17,63,100,100,313.4,True
10406,fmt,alternatinggaps,02,"[10, 9]","[230, 198]",1,24,2.27,63,100,100,313.4,True
10407,fmt,alternatinggaps,02,"[10, 9]","[230, 198]",2,24,2.26,63,100,100,313.4,True
10408,fmt,alternatinggaps,02,"[10, 9]","[230, 198]",3,24,2.31,63,100,100,313.4,True
10409,fmt,alternatinggaps,02,"[10, 9]","[230, 198]",4,24,2.22,63,100,100,313.4,True
10410,fmt,alternatinggaps,03,"[245, 42]","[39, 249]",0,48,3.07,77,100,100,413.15,True
10411,fmt,alternatinggaps,03,"[245, 42]","[39, 249]",1,48,2.91,77,100,100,413.15,True
10412,fmt,alternatinggaps,03,"[245, 42]","[39, 249]",2,48,3.07,77,100,100,413.15,True
10413,fmt,alternatinggaps,03,"[245, 42]","[39, 249]",3,48,2.72,77,100,100,413.15,True
10414,fmt,alternatinggaps,03,"[245, 42]","[39, 249]",4,48,2.79,77,100,100,413.15,True
10415,fmt,alternatinggaps,04,"[19, 243]","[230, 32]",0,29,2.34,72,100,100,346.69,True
10416,fmt,alternatinggaps,04,"[19, 243]","[230, 32]",1,29,2.87,72,100,100,346.69,True
10417,fmt,alternatinggaps,04,"[19, 243]","[230, 32]",2,29,2.7,72,100,100,346.69,True
10418,fmt,alternatinggaps,04,"[19, 243]","[230, 32]",3,29,2.48,72,100,100,346.69,True
10419,fmt,alternatinggaps,04,"[19, 243]","[230, 32]",4,29,2.68,72,100,100,346.69,True
10420,fmt,alternatinggaps,05,"[246, 217]","[50, 10]",0,24,2.43,69,100,100,318.01,True
10421,fmt,alternatinggaps,05,"[246, 217]","[50, 10]",1,24,2.56,69,100,100,318.01,True
10422,fmt,alternatinggaps,05,"[246, 217]","[50, 10]",2,24,2.36,69,100,100,318.01,True
10423,fmt,alternatinggaps,05,"[246, 217]","[50, 10]",3,24,2.4,69,100,100,318.01,True
10424,fmt,alternatinggaps,05,"[246, 217]","[50, 10]",4,24,2.31,69,100,100,318.01,True
10425,fmt,bugtrapforest,06,"[41, 21]","[241, 238]",0,66,8.23,172,100,100,423.15,True
10426,fmt,bugtrapforest,06,"[41, 21]","[241, 238]",1,66,8.29,172,100,100,423.15,True
10427,fmt,bugtrapforest,06,"[41, 21]","[241, 238]",2,66,8.81,172,100,100,423.15,True
10428,fmt,bugtrapforest,06,"[41, 21]","[241, 238]",3,66,8.43,172,100,100,423.15,True
10429,fmt,bugtrapforest,06,"[41, 21]","[241, 238]",4,66,9.06,172,100,100,423.15,True
10430,fmt,bugtrapforest,07,"[14, 8]","[225, 179]",0,68,8.98,164,100,100,402.89,True
10431,fmt,bugtrapforest,07,"[14, 8]","[225, 179]",1,68,9.37,164,100,100,402.89,True
10432,fmt,bugtrapforest,07,"[14, 8]","[225, 179]",2,68,9.71,164,100,100,402.89,True
10433,fmt,bugtrapforest,07,"[14, 8]","[225, 179]",3,68,9.82,164,100,100,402.89,True
10434,fmt,bugtrapforest,07,"[14, 8]","[225, 179]",4,68,9.72,164,100,100,402.89,True
10435,fmt,bugtrapforest,08,"[7, 40]","[238, 219]",0,36,5.84,126,100,100,341.07,True
10436,fmt,bugtrapforest,08,"[7, 40]","[238, 219]",1,36,6.08,126,100,100,341.07,True
10437,fmt,bugtrapforest,08,"[7, 40]","[238, 219]",2,36,5.95,126,100,100,341.07,True
10438,fmt,bugtrapforest,08,"[7, 40]","[238, 219]",3,36,5.56,126,100,100,341.07,True
10439,fmt,bugtrapforest,08,"[7, 40]","[238, 219]",4,36,5.59,126,100,100,341.07,True
10440,fmt,bugtrapforest,09,"[231, 205]","[31, 22]",0,13,5.63,69,100,100,282.25,True
10441,fmt,bugtrapforest,09,"[231, 205]","[31, 22]",1,13,5.1,69,100,100,282.25,True
10442,fmt,bugtrapforest,09,"[231, 205]","[31, 22]",2,13,5.08,69,100,100,282.25,True
10443,fmt,bugtrapforest,09,"[231, 205]","[31, 22]",3,13,5.35,69,100,100,282.25,True
10444,fmt,bugtrapforest,09,"[231, 205]","[31, 22]",4,13,5.62,69,100,100,282.25,True
10445,fmt,bugtrapforest,10,"[242, 13]","[29, 237]",0,45,6.75,104,100,100,370.07,True
10446,fmt,bugtrapforest,10,"[242, 13]","[29, 237]",1,45,6.01,104,100,100,370.07,True
10447,fmt,bugtrapforest,10,"[242, 13]","[29, 237]",2,45,5.79,104,100,100,370.07,True
10448,fmt,bugtrapforest,10,"[242, 13]","[29, 237]",3,45,6.2,104,100,100,370.07,True
10449,fmt,bugtrapforest,10,"[242, 13]","[29, 237]",4,45,6.28,104,100,100,370.07,True
10450,fmt,forest,11,"[225, 11]","[37, 215]",0,48,6.26,127,100,100,365.21,True
10451,fmt,forest,11,"[225, 11]","[37, 215]",1,48,6.32,127,100,100,365.21,True
10452,fmt,forest,11,"[225, 11]","[37, 215]",2,48,5.93,127,100,100,365.21,True
10453,fmt,forest,11,"[225, 11]","[37, 215]",3,48,5.94,127,100,100,365.21,True
10454,fmt,forest,11,"[225, 11]","[37, 215]",4,48,5.94,127,100,100,365.21,True
10455,fmt,forest,12,"[35, 215]","[232, 14]",0,31,5.35,103,100,100,339.83,True
10456,fmt,forest,12,"[35, 215]","[232, 14]",1,31,4.92,103,100,100,339.83,True
10457,fmt,forest,12,"[35, 215]","[232, 14]",2,31,5.19,103,100,100,339.83,True
10458,fmt,forest,12,"[35, 215]","[232, 14]",3,31,4.96,103,100,100,339.83,True
10459,fmt,forest,12,"[35, 215]","[232, 14]",4,31,4.88,103,100,100,339.83,True
10460,fmt,forest,13,"[210, 250]","[42, 20]",0,40,5.95,104,100,100,350.44,True
10461,fmt,forest,13,"[210, 250]","[42, 20]",1,40,5.77,104,100,100,350.44,True
10462,fmt,forest,13,"[210, 250]","[42, 20]",2,40,6.03,104,100,100,350.44,True
10463,fmt,forest,13,"[210, 250]","[42, 20]",3,40,5.84,104,100,100,350.44,True
10464,fmt,forest,13,"[210, 250]","[42, 20]",4,40,5.67,104,100,100,350.44,True
10465,fmt,forest,14,"[242, 206]","[36, 30]",0,42,6.19,124,100,100,311.66,True
10466,fmt,forest,14,"[242, 206]","[36, 30]",1,42,6.72,124,100,100,311.66,True
10467,fmt,forest,14,"[242, 206]","[36, 30]",2,42,6.59,124,100,100,311.66,True
10468,fmt,forest,14,"[242, 206]","[36, 30]",3,42,6.46,124,100,100,311.66,True
10469,fmt,forest,14,"[242, 206]","[36, 30]",4,42,6.45,124,100,100,311.66,True
10470,fmt,forest,15,"[247, 9]","[9, 191]",0,32,5.08,88,100,100,340.53,True
10471,fmt,forest,15,"[247, 9]","[9, 191]",1,32,5.07,88,100,100,340.53,True
10472,fmt,forest,15,"[247, 9]","[9, 191]",2,32,4.88,88,100,100,340.53,True
10473,fmt,forest,15,"[247, 9]","[9, 191]",3,32,5.21,88,100,100,340.53,True
10474,fmt,forest,15,"[247, 9]","[9, 191]",4,32,4.95,88,100,100,340.53,True
10475,fmt,gapsforest,16,"[215, 25]","[38, 236]",0,19,1.74,35,100,100,-1,False
10476,fmt,gapsforest,16,"[215, 25]","[38, 236]",1,19,1.62,35,100,100,-1,False
10477,fmt,gapsforest,16,"[215, 25]","[38, 236]",2,19,1.58,35,100,100,-1,False
10478,fmt,gapsforest,16,"[215, 25]","[38, 236]",3,19,1.67,35,100,100,-1,False
10479,fmt,gapsforest,16,"[215, 25]","[38, 236]",4,19,1.56,35,100,100,-1,False
10480,fmt,gapsforest,17,"[206, 5]","[42, 246]",0,37,1.62,43,100,100,-1,False
10481,fmt,gapsforest,17,"[206, 5]","[42, 246]",1,37,1.5,43,100,100,-1,False
10482,fmt,gapsforest,17,"[206, 5]","[42, 246]",2,37,1.61,43,100,100,-1,False
10483,fmt,gapsforest,17,"[206, 5]","[42, 246]",3,37,1.44,43,100,100,-1,False
10484,fmt,gapsforest,17,"[206, 5]","[42, 246]",4,37,1.45,43,100,100,-1,False
10485,fmt,gapsforest,18,"[207, 234]","[8, 16]",0,45,6.11,115,100,100,384.87,True
10486,fmt,gapsforest,18,"[207, 234]","[8, 16]",1,45,5.93,115,100,100,384.87,True
10487,fmt,gapsforest,18,"[207, 234]","[8, 16]",2,45,6.15,115,100,100,384.87,True
10488,fmt,gapsforest,18,"[207, 234]","[8, 16]",3,45,6.88,115,100,100,384.87,True
10489,fmt,gapsforest,18,"[207, 234]","[8, 16]",4,45,5.78,115,100,100,384.87,True
10490,fmt,gapsforest,19,"[233, 15]","[76, 237]",0,33,3.4,62,100,100,-1,False
10491,fmt,gapsforest,19,"[233, 15]","[76, 237]",1,33,3.08,62,100,100,-1,False
10492,fmt,gapsforest,19,"[233, 15]","[76, 237]",2,33,2.92,62,100,100,-1,False
10493,fmt,gapsforest,19,"[233, 15]","[76, 237]",3,33,2.99,62,100,100,-1,False
10494,fmt,gapsforest,19,"[233, 15]","[76, 237]",4,33,3.33,62,100,100,-1,False
10495,fmt,gapsforest,20,"[246, 214]","[6, 18]",0,47,3.75,70,100,100,-1,False
10496,fmt,gapsforest,20,"[246, 214]","[6, 18]",1,47,3.6,70,100,100,-1,False
10497,fmt,gapsforest,20,"[246, 214]","[6, 18]",2,47,2.94,70,100,100,-1,False
10498,fmt,gapsforest,20,"[246, 214]","[6, 18]",3,47,3.05,70,100,100,-1,False
10499,fmt,gapsforest,20,"[246, 214]","[6, 18]",4,47,3.7,70,100,100,-1,False
10500,fmt,maze,21,"[219, 250]","[10, 61]",0,12,3.08,53,100,100,-1,False
10501,fmt,maze,21,"[219, 250]","[10, 61]",1,12,3.04,53,100,100,-1,False
10502,fmt,maze,21,"[219, 250]","[10, 61]",2,12,3.36,53,100,100,-1,False
10503,fmt,maze,21,"[219, 250]","[10, 61]",3,12,3.32,53,100,100,-1,False
10504,fmt,maze,21,"[219, 250]","[10, 61]",4,12,3.38,53,100,100,-1,False
10505,fmt,maze,22,"[231, 204]","[18, 23]",0,3,0.88,23,100,100,-1,False
10506,fmt,maze,22,"[231, 204]","[18, 23]",1,3,0.88,23,100,100,-1,False
10507,fmt,maze,22,"[231, 204]","[18, 23]",2,3,0.87,23,100,100,-1,False
10508,fmt,maze,22,"[231, 204]","[18, 23]",3,3,0.82,23,100,100,-1,False
10509,fmt,maze,22,"[231, 204]","[18, 23]",4,3,0.83,23,100,100,-1,False
10510,fmt,maze,23,"[235, 235]","[57, 8]",0,3,0.95,20,100,100,-1,False
10511,fmt,maze,23,"[235, 235]","[57, 8]",1,3,0.87,20,100,100,-1,False
10512,fmt,maze,23,"[235, 235]","[57, 8]",2,3,0.9,20,100,100,-1,False
10513,fmt,maze,23,"[235, 235]","[57, 8]",3,3,0.92,20,100,100,-1,False
10514,fmt,maze,23,"[235, 235]","[57, 8]",4,3,0.87,20,100,100,-1,False
10515,fmt,maze,24,"[243, 215]","[12, 43]",0,8,2.52,45,100,100,-1,False
10516,fmt,maze,24,"[243, 215]","[12, 43]",1,8,1.96,45,100,100,-1,False
10517,fmt,maze,24,"[243, 215]","[12, 43]",2,8,2.44,45,100,100,-1,False
10518,fmt,maze,24,"[243, 215]","[12, 43]",3,8,2.02,45,100,100,-1,False
10519,fmt,maze,24,"[243, 215]","[12, 43]",4,8,1.91,45,100,100,-1,False
10520,fmt,maze,25,"[39, 18]","[190, 250]",0,33,8.22,140,100,100,-1,False
10521,fmt,maze,25,"[39, 18]","[190, 250]",1,33,8.74,140,100,100,-1,False
10522,fmt,maze,25,"[39, 18]","[190, 250]",2,33,7.78,140,100,100,-1,False
10523,fmt,maze,25,"[39, 18]","[190, 250]",3,33,8.64,140,100,100,-1,False
10524,fmt,maze,25,"[39, 18]","[190, 250]",4,33,8.12,140,100,100,-1,False
10525,fmt,multibugtrap,26,"[10, 242]","[171, 14]",0,7,1.38,28,100,100,-1,False
10526,fmt,multibugtrap,26,"[10, 242]","[171, 14]",1,7,1.28,28,100,100,-1,False
10527,fmt,multibugtrap,26,"[10, 242]","[171, 14]",2,7,1.51,28,100,100,-1,False
10528,fmt,multibugtrap,26,"[10, 242]","[171, 14]",3,7,1.25,28,100,100,-1,False
10529,fmt,multibugtrap,26,"[10, 242]","[171, 14]",4,7,1.58,28,100,100,-1,False
10530,fmt,multibugtrap,27,"[206, 231]","[23, 6]",0,15,5.36,89,100,100,316.72,True
10531,fmt,multibugtrap,27,"[206, 231]","[23, 6]",1,15,5.65,89,100,100,316.72,True
10532,fmt,multibugtrap,27,"[206, 231]","[23, 6]",2,15,5.62,89,100,100,316.72,True
10533,fmt,multibugtrap,27,"[206, 231]","[23, 6]",3,15,5.65,89,100,100,316.72,True
10534,fmt,multibugtrap,27,"[206, 231]","[23, 6]",4,15,5.14,89,100,100,316.72,True
10535,fmt,multibugtrap,28,"[39, 231]","[224, 17]",0,53,9.18,174,100,100,-1,False
10536,fmt,multibugtrap,28,"[39, 231]","[224, 17]",1,53,9.15,174,100,100,-1,False
10537,fmt,multibugtrap,28,"[39, 231]","[224, 17]",2,53,9.41,174,100,100,-1,False
10538,fmt,multibugtrap,28,"[39, 231]","[224, 17]",3,53,9.62,174,100,100,-1,False
10539,fmt,multibugtrap,28,"[39, 231]","[224, 17]",4,53,8.97,174,100,100,-1,False
10540,fmt,multibugtrap,29,"[6, 17]","[234, 193]",0,37,7.54,185,100,100,377.18,True
10541,fmt,multibugtrap,29,"[6, 17]","[234, 193]",1,37,9.32,185,100,100,377.18,True
10542,fmt,multibugtrap,29,"[6, 17]","[234, 193]",2,37,7.3,185,100,100,377.18,True
10543,fmt,multibugtrap,29,"[6, 17]","[234, 193]",3,37,7.32,185,100,100,377.18,True
10544,fmt,multibugtrap,29,"[6, 17]","[234, 193]",4,37,7.48,185,100,100,377.18,True
10545,fmt,multibugtrap,30,"[202, 35]","[12, 247]",0,63,8.67,159,100,100,363.7,True
10546,fmt,multibugtrap,30,"[202, 35]","[12, 247]",1,63,8.94,159,100,100,363.7,True
10547,fmt,multibugtrap,30,"[202, 35]","[12, 247]",2,63,8.32,159,100,100,363.7,True
10548,fmt,multibugtrap,30,"[202, 35]","[12, 247]",3,63,7.81,159,100,100,363.7,True
10549,fmt,multibugtrap,30,"[202, 35]","[12, 247]",4,63,8.7,159,100,100,363.7,True
10550,fmt,shiftinggaps,31,"[75, 15]","[245, 228]",0,20,2.44,68,100,100,291.12,True
10551,fmt,shiftinggaps,31,"[75, 15]","[245, 228]",1,20,2.58,68,100,100,291.12,True
10552,fmt,shiftinggaps,31,"[75, 15]","[245, 228]",2,20,3.05,68,100,100,291.12,True
10553,fmt,shiftinggaps,31,"[75, 15]","[245, 228]",3,20,2.6,68,100,100,291.12,True
10554,fmt,shiftinggaps,31,"[75, 15]","[245, 228]",4,20,2.28,68,100,100,291.12,True
