Overall Test Number,Algorithm,Map Type,Map Id,Start Point,Goal Point,Test Number,Iteration,Timestep,Num Collision Checks,Batch Size,Cumulative Num Sampled,Current Path Cost,Any Path Found
10555,fmt,shiftinggaps,32,"[20, 246]","[182, 13]",0,48,2.09,49,100,100,-1,False
10556,fmt,shiftinggaps,32,"[20, 246]","[182, 13]",1,48,2.23,49,100,100,-1,False
10557,fmt,shiftinggaps,32,"[20, 246]","[182, 13]",2,48,2.46,49,100,100,-1,False
10558,fmt,shiftinggaps,32,"[20, 246]","[182, 13]",3,48,2.42,49,100,100,-1,False
10559,fmt,shiftinggaps,32,"[20, 246]","[182, 13]",4,48,2.17,49,100,100,-1,False
10560,fmt,shiftinggaps,33,"[5, 13]","[181, 246]",0,44,2.69,74,100,100,416.74,True
10561,fmt,shiftinggaps,33,"[5, 13]","[181, 246]",1,44,2.76,74,100,100,416.74,True
10562,fmt,shiftinggaps,33,"[5, 13]","[181, 246]",2,44,3.04,74,100,100,416.74,True
10563,fmt,shiftinggaps,33,"[5, 13]","[181, 246]",3,44,2.55,74,100,100,416.74,True
10564,fmt,shiftinggaps,33,"[5, 13]","[181, 246]",4,44,2.51,74,100,100,416.74,True
10565,fmt,shiftinggaps,34,"[27, 242]","[211, 27]",0,18,1.96,56,100,100,301.8,True
10566,fmt,shiftinggaps,34,"[27, 242]","[211, 27]",1,18,1.81,56,100,100,301.8,True
10567,fmt,shiftinggaps,34,"[27, 242]","[211, 27]",2,18,1.76,56,100,100,301.8,True
10568,fmt,shiftinggaps,34,"[27, 242]","[211, 27]",3,18,1.76,56,100,100,301.8,True
10569,fmt,shiftinggaps,34,"[27, 242]","[211, 27]",4,18,1.84,56,100,100,301.8,True
10570,fmt,shiftinggaps,35,"[205, 231]","[54, 6]",0,25,2.91,77,100,100,308.29,True
10571,fmt,shiftinggaps,35,"[205, 231]","[54, 6]",1,25,2.37,77,100,100,308.29,True
10572,fmt,shiftinggaps,35,"[205, 231]","[54, 6]",2,25,2.72,77,100,100,308.29,True
10573,fmt,shiftinggaps,35,"[205, 231]","[54, 6]",3,25,2.91,77,100,100,308.29,True
10574,fmt,shiftinggaps,35,"[205, 231]","[54, 6]",4,25,2.53,77,100,100,308.29,True
10575,fmt,bugtrap,36,"[244, 240]","[61, 8]",0,35,4.36,129,100,100,349.07,True
10576,fmt,bugtrap,36,"[244, 240]","[61, 8]",1,35,5.07,129,100,100,349.07,True
10577,fmt,bugtrap,36,"[244, 240]","[61, 8]",2,35,5.09,129,100,100,349.07,True
10578,fmt,bugtrap,36,"[244, 240]","[61, 8]",3,35,5.27,129,100,100,349.07,True
10579,fmt,bugtrap,36,"[244, 240]","[61, 8]",4,35,4.97,129,100,100,349.07,True
10580,fmt,bugtrap,37,"[37, 24]","[247, 198]",0,23,3.08,76,100,100,284.3,True
10581,fmt,bugtrap,37,"[37, 24]","[247, 198]",1,23,4.01,76,100,100,284.3,True
10582,fmt,bugtrap,37,"[37, 24]","[247, 198]",2,23,3.35,76,100,100,284.3,True
10583,fmt,bugtrap,37,"[37, 24]","[247, 198]",3,23,3.52,76,100,100,284.3,True
10584,fmt,bugtrap,37,"[37, 24]","[247, 198]",4,23,3.24,76,100,100,284.3,True
10585,fmt,bugtrap,38,"[15, 28]","[220, 219]",0,17,3.71,80,100,100,333.73,True
10586,fmt,bugtrap,38,"[15, 28]","[220, 219]",1,17,2.79,80,100,100,333.73,True
10587,fmt,bugtrap,38,"[15, 28]","[220, 219]",2,17,3.35,80,100,100,333.73,True
10588,fmt,bugtrap,38,"[15, 28]","[220, 219]",3,17,3.73,80,100,100,333.73,True
10589,fmt,bugtrap,38,"[15, 28]","[220, 219]",4,17,2.82,80,100,100,333.73,True
10590,fmt,bugtrap,39,"[51, 218]","[223, 6]",0,81,6.52,158,100,100,-1,False
10591,fmt,bugtrap,39,"[51, 218]","[223, 6]",1,81,5.95,158,100,100,-1,False
10592,fmt,bugtrap,39,"[51, 218]","[223, 6]",2,81,6.45,158,100,100,-1,False
10593,fmt,bugtrap,39,"[51, 218]","[223, 6]",3,81,6.19,158,100,100,-1,False
10594,fmt,bugtrap,39,"[51, 218]","[223, 6]",4,81,6.16,158,100,100,-1,False
10595,fmt,bugtrap,40,"[236, 9]","[34, 250]",0,11,2.2,70,100,100,316.21,True
10596,fmt,bugtrap,40,"[236, 9]","[34, 250]",1,11,2.02,70,100,100,316.21,True
10597,fmt,bugtrap,40,"[236, 9]","[34, 250]",2,11,2.36,70,100,100,316.21,True
10598,fmt,bugtrap,40,"[236, 9]","[34, 250]",3,11,2.2,70,100,100,316.21,True
10599,fmt,bugtrap,40,"[236, 9]","[34, 250]",4,11,1.94,70,100,100,316.21,True
10600,fmt,alternatinggaps,01,"[232, 5]","[7, 165]",0,155,7.39,208,300,300,362.17,True
10601,fmt,alternatinggaps,01,"[232, 5]","[7, 165]",1,155,6.85,208,300,300,362.17,True
10602,fmt,alternatinggaps,01,"[232, 5]","[7, 165]",2,155,6.97,208,300,300,362.17,True
10603,fmt,alternatinggaps,01,"[232, 5]","[7, 165]",3,155,6.67,208,300,300,362.17,True
10604,fmt,alternatinggaps,01,"[232, 5]","[7, 165]",4,155,7.24,208,300,300,362.17,True
10605,fmt,alternatinggaps,02,"[10, 9]","[230, 198]",0,73,4.82,139,300,300,319.2,True
10606,fmt,alternatinggaps,02,"[10, 9]","[230, 198]",1,73,4.13,139,300,300,319.2,True
10607,fmt,alternatinggaps,02,"[10, 9]","[230, 198]",2,73,4.47,139,300,300,319.2,True
10608,fmt,alternatinggaps,02,"[10, 9]","[230, 198]",3,73,4.39,139,300,300,319.2,True
10609,fmt,alternatinggaps,02,"[10, 9]","[230, 198]",4,73,4.81,139,300,300,319.2,True
10610,fmt,alternatinggaps,03,"[245, 42]","[39, 249]",0,103,6.07,185,300,300,384.87,True
10611,fmt,alternatinggaps,03,"[245, 42]","[39, 249]",1,103,5.69,185,300,300,384.87,True
10612,fmt,alternatinggaps,03,"[245, 42]","[39, 249]",2,103,6.0,185,300,300,384.87,True
10613,fmt,alternatinggaps,03,"[245, 42]","[39, 249]",3,103,5.73,185,300,300,384.87,True
10614,fmt,alternatinggaps,03,"[245, 42]","[39, 249]",4,103,5.99,185,300,300,384.87,True
10615,fmt,alternatinggaps,04,"[19, 243]","[230, 32]",0,53,4.03,127,300,300,332.02,True
10616,fmt,alternatinggaps,04,"[19, 243]","[230, 32]",1,53,4.19,127,300,300,332.02,True
10617,fmt,alternatinggaps,04,"[19, 243]","[230, 32]",2,53,3.91,127,300,300,332.02,True
10618,fmt,alternatinggaps,04,"[19, 243]","[230, 32]",3,53,3.87,127,300,300,332.02,True
10619,fmt,alternatinggaps,04,"[19, 243]","[230, 32]",4,53,3.72,127,300,300,332.02,True
10620,fmt,alternatinggaps,05,"[246, 217]","[50, 10]",0,49,3.62,137,300,300,312.45,True
10621,fmt,alternatinggaps,05,"[246, 217]","[50, 10]",1,49,3.61,137,300,300,312.45,True
10622,fmt,alternatinggaps,05,"[246, 217]","[50, 10]",2,49,3.48,137,300,300,312.45,True
10623,fmt,alternatinggaps,05,"[246, 217]","[50, 10]",3,49,3.58,137,300,300,312.45,True
10624,fmt,alternatinggaps,05,"[246, 217]","[50, 10]",4,49,3.98,137,300,300,312.45,True
10625,fmt,bugtrapforest,06,"[41, 21]","[241, 238]",0,162,12.1,290,300,300,379.01,True
10626,fmt,bugtrapforest,06,"[41, 21]","[241, 238]",1,162,14.94,290,300,300,379.01,True
10627,fmt,bugtrapforest,06,"[41, 21]","[241, 238]",2,162,13.32,290,300,300,379.01,True
10628,fmt,bugtrapforest,06,"[41, 21]","[241, 238]",3,162,13.72,290,300,300,379.01,True
10629,fmt,bugtrapforest,06,"[41, 21]","[241, 238]",4,162,13.26,290,300,300,379.01,True
10630,fmt,bugtrapforest,07,"[14, 8]","[225, 179]",0,173,14.75,325,300,300,379.18,True
10631,fmt,bugtrapforest,07,"[14, 8]","[225, 179]",1,173,15.19,325,300,300,379.18,True
10632,fmt,bugtrapforest,07,"[14, 8]","[225, 179]",2,173,15.29,325,300,300,379.18,True
10633,fmt,bugtrapforest,07,"[14, 8]","[225, 179]",3,173,15.46,325,300,300,379.18,True
10634,fmt,bugtrapforest,07,"[14, 8]","[225, 179]",4,173,16.4,325,300,300,379.18,True
10635,fmt,bugtrapforest,08,"[7, 40]","[238, 219]",0,123,11.26,231,300,300,369.59,True
10636,fmt,bugtrapforest,08,"[7, 40]","[238, 219]",1,123,9.73,231,300,300,369.59,True
10637,fmt,bugtrapforest,08,"[7, 40]","[238, 219]",2,123,9.69,231,300,300,369.59,True
10638,fmt,bugtrapforest,08,"[7, 40]","[238, 219]",3,123,10.66,231,300,300,369.59,True
10639,fmt,bugtrapforest,08,"[7, 40]","[238, 219]",4,123,10.18,231,300,300,369.59,True
10640,fmt,bugtrapforest,09,"[231, 205]","[31, 22]",0,24,6.65,129,300,300,286.23,True
10641,fmt,bugtrapforest,09,"[231, 205]","[31, 22]",1,24,6.36,129,300,300,286.23,True
10642,fmt,bugtrapforest,09,"[231, 205]","[31, 22]",2,24,6.41,129,300,300,286.23,True
10643,fmt,bugtrapforest,09,"[231, 205]","[31, 22]",3,24,6.61,129,300,300,286.23,True
10644,fmt,bugtrapforest,09,"[231, 205]","[31, 22]",4,24,6.37,129,300,300,286.23,True
10645,fmt,bugtrapforest,10,"[242, 13]","[29, 237]",0,114,11.07,235,300,300,354.97,True
10646,fmt,bugtrapforest,10,"[242, 13]","[29, 237]",1,114,12.36,235,300,300,354.97,True
10647,fmt,bugtrapforest,10,"[242, 13]","[29, 237]",2,114,11.26,235,300,300,354.97,True
10648,fmt,bugtrapforest,10,"[242, 13]","[29, 237]",3,114,11.51,235,300,300,354.97,True
10649,fmt,bugtrapforest,10,"[242, 13]","[29, 237]",4,114,11.33,235,300,300,354.97,True
10650,fmt,forest,11,"[225, 11]","[37, 215]",0,107,8.75,228,300,300,340.52,True
10651,fmt,forest,11,"[225, 11]","[37, 215]",1,107,7.6,228,300,300,340.52,True
10652,fmt,forest,11,"[225, 11]","[37, 215]",2,107,8.4,228,300,300,340.52,True
10653,fmt,forest,11,"[225, 11]","[37, 215]",3,107,8.42,228,300,300,340.52,True
10654,fmt,forest,11,"[225, 11]","[37, 215]",4,107,8.94,228,300,300,340.52,True
10655,fmt,forest,12,"[35, 215]","[232, 14]",0,60,6.98,171,300,300,320.36,True
10656,fmt,forest,12,"[35, 215]","[232, 14]",1,60,7.75,171,300,300,320.36,True
10657,fmt,forest,12,"[35, 215]","[232, 14]",2,60,7.9,171,300,300,320.36,True
10658,fmt,forest,12,"[35, 215]","[232, 14]",3,60,7.64,171,300,300,320.36,True
10659,fmt,forest,12,"[35, 215]","[232, 14]",4,60,7.51,171,300,300,320.36,True
10660,fmt,forest,13,"[210, 250]","[42, 20]",0,109,10.07,248,300,300,341.8,True
10661,fmt,forest,13,"[210, 250]","[42, 20]",1,109,10.09,248,300,300,341.8,True
10662,fmt,forest,13,"[210, 250]","[42, 20]",2,109,9.27,248,300,300,341.8,True
10663,fmt,forest,13,"[210, 250]","[42, 20]",3,109,9.87,248,300,300,341.8,True
10664,fmt,forest,13,"[210, 250]","[42, 20]",4,109,10.22,248,300,300,341.8,True
10665,fmt,forest,14,"[242, 206]","[36, 30]",0,102,13.09,256,300,300,306.83,True
10666,fmt,forest,14,"[242, 206]","[36, 30]",1,102,14.24,256,300,300,306.83,True
10667,fmt,forest,14,"[242, 206]","[36, 30]",2,102,12.97,256,300,300,306.83,True
10668,fmt,forest,14,"[242, 206]","[36, 30]",3,102,13.34,256,300,300,306.83,True
10669,fmt,forest,14,"[242, 206]","[36, 30]",4,102,12.52,256,300,300,306.83,True
10670,fmt,forest,15,"[247, 9]","[9, 191]",0,53,5.29,138,300,300,341.8,True
10671,fmt,forest,15,"[247, 9]","[9, 191]",1,53,5.15,138,300,300,341.8,True
10672,fmt,forest,15,"[247, 9]","[9, 191]",2,53,5.19,138,300,300,341.8,True
10673,fmt,forest,15,"[247, 9]","[9, 191]",3,53,5.54,138,300,300,341.8,True
10674,fmt,forest,15,"[247, 9]","[9, 191]",4,53,5.1,138,300,300,341.8,True
10675,fmt,gapsforest,16,"[215, 25]","[38, 236]",0,50,2.79,60,300,300,-1,False
10676,fmt,gapsforest,16,"[215, 25]","[38, 236]",1,50,2.93,60,300,300,-1,False
10677,fmt,gapsforest,16,"[215, 25]","[38, 236]",2,50,2.99,60,300,300,-1,False
10678,fmt,gapsforest,16,"[215, 25]","[38, 236]",3,50,2.79,60,300,300,-1,False
10679,fmt,gapsforest,16,"[215, 25]","[38, 236]",4,50,2.79,60,300,300,-1,False
10680,fmt,gapsforest,17,"[206, 5]","[42, 246]",0,204,13.5,290,300,300,628.62,True
10681,fmt,gapsforest,17,"[206, 5]","[42, 246]",1,204,12.75,290,300,300,628.62,True
10682,fmt,gapsforest,17,"[206, 5]","[42, 246]",2,204,12.48,290,300,300,628.62,True
10683,fmt,gapsforest,17,"[206, 5]","[42, 246]",3,204,12.33,290,300,300,628.62,True
10684,fmt,gapsforest,17,"[206, 5]","[42, 246]",4,204,12.16,290,300,300,628.62,True
10685,fmt,gapsforest,18,"[207, 234]","[8, 16]",0,107,11.32,251,300,300,375.8,True
10686,fmt,gapsforest,18,"[207, 234]","[8, 16]",1,107,11.17,251,300,300,375.8,True
10687,fmt,gapsforest,18,"[207, 234]","[8, 16]",2,107,10.83,251,300,300,375.8,True
10688,fmt,gapsforest,18,"[207, 234]","[8, 16]",3,107,11.29,251,300,300,375.8,True
10689,fmt,gapsforest,18,"[207, 234]","[8, 16]",4,107,12.18,251,300,300,375.8,True
10690,fmt,gapsforest,19,"[233, 15]","[76, 237]",0,203,16.1,323,300,300,671.12,True
10691,fmt,gapsforest,19,"[233, 15]","[76, 237]",1,203,16.39,323,300,300,671.12,True
10692,fmt,gapsforest,19,"[233, 15]","[76, 237]",2,203,15.54,323,300,300,671.12,True
10693,fmt,gapsforest,19,"[233, 15]","[76, 237]",3,203,15.95,323,300,300,671.12,True
10694,fmt,gapsforest,19,"[233, 15]","[76, 237]",4,203,14.72,323,300,300,671.12,True
10695,fmt,gapsforest,20,"[246, 214]","[6, 18]",0,83,6.82,163,300,300,351.64,True
10696,fmt,gapsforest,20,"[246, 214]","[6, 18]",1,83,7.15,163,300,300,351.64,True
10697,fmt,gapsforest,20,"[246, 214]","[6, 18]",2,83,7.1,163,300,300,351.64,True
10698,fmt,gapsforest,20,"[246, 214]","[6, 18]",3,83,6.91,163,300,300,351.64,True
10699,fmt,gapsforest,20,"[246, 214]","[6, 18]",4,83,7.12,163,300,300,351.64,True
10700,fmt,maze,21,"[219, 250]","[10, 61]",0,49,6.88,145,300,300,-1,False
10701,fmt,maze,21,"[219, 250]","[10, 61]",1,49,7.69,145,300,300,-1,False
10702,fmt,maze,21,"[219, 250]","[10, 61]",2,49,8.1,145,300,300,-1,False
10703,fmt,maze,21,"[219, 250]","[10, 61]",3,49,7.29,145,300,300,-1,False
10704,fmt,maze,21,"[219, 250]","[10, 61]",4,49,7.46,145,300,300,-1,False
10705,fmt,maze,22,"[231, 204]","[18, 23]",0,17,2.49,74,300,300,-1,False
10706,fmt,maze,22,"[231, 204]","[18, 23]",1,17,2.37,74,300,300,-1,False
10707,fmt,maze,22,"[231, 204]","[18, 23]",2,17,2.63,74,300,300,-1,False
10708,fmt,maze,22,"[231, 204]","[18, 23]",3,17,2.53,74,300,300,-1,False
10709,fmt,maze,22,"[231, 204]","[18, 23]",4,17,2.44,74,300,300,-1,False
10710,fmt,maze,23,"[235, 235]","[57, 8]",0,16,1.94,63,300,300,-1,False
10711,fmt,maze,23,"[235, 235]","[57, 8]",1,16,1.98,63,300,300,-1,False
10712,fmt,maze,23,"[235, 235]","[57, 8]",2,16,2.01,63,300,300,-1,False
10713,fmt,maze,23,"[235, 235]","[57, 8]",3,16,2.17,63,300,300,-1,False
10714,fmt,maze,23,"[235, 235]","[57, 8]",4,16,2.21,63,300,300,-1,False
10715,fmt,maze,24,"[243, 215]","[12, 43]",0,37,4.65,112,300,300,-1,False
10716,fmt,maze,24,"[243, 215]","[12, 43]",1,37,4.69,112,300,300,-1,False
10717,fmt,maze,24,"[243, 215]","[12, 43]",2,37,4.51,112,300,300,-1,False
10718,fmt,maze,24,"[243, 215]","[12, 43]",3,37,5.07,112,300,300,-1,False
10719,fmt,maze,24,"[243, 215]","[12, 43]",4,37,4.99,112,300,300,-1,False
10720,fmt,maze,25,"[39, 18]","[190, 250]",0,95,12.79,294,300,300,-1,False
10721,fmt,maze,25,"[39, 18]","[190, 250]",1,95,13.56,294,300,300,-1,False
10722,fmt,maze,25,"[39, 18]","[190, 250]",2,95,13.49,294,300,300,-1,False
10723,fmt,maze,25,"[39, 18]","[190, 250]",3,95,13.25,294,300,300,-1,False
10724,fmt,maze,25,"[39, 18]","[190, 250]",4,95,13.81,294,300,300,-1,False
10725,fmt,multibugtrap,26,"[10, 242]","[171, 14]",0,15,1.44,35,300,300,-1,False
10726,fmt,multibugtrap,26,"[10, 242]","[171, 14]",1,15,1.31,35,300,300,-1,False
10727,fmt,multibugtrap,26,"[10, 242]","[171, 14]",2,15,1.36,35,300,300,-1,False
10728,fmt,multibugtrap,26,"[10, 242]","[171, 14]",3,15,1.16,35,300,300,-1,False
10729,fmt,multibugtrap,26,"[10, 242]","[171, 14]",4,15,1.31,35,300,300,-1,False
10730,fmt,multibugtrap,27,"[206, 231]","[23, 6]",0,61,11.61,207,300,300,323.72,True
10731,fmt,multibugtrap,27,"[206, 231]","[23, 6]",1,61,12.76,207,300,300,323.72,True
10732,fmt,multibugtrap,27,"[206, 231]","[23, 6]",2,61,12.6,207,300,300,323.72,True
10733,fmt,multibugtrap,27,"[206, 231]","[23, 6]",3,61,12.56,207,300,300,323.72,True
10734,fmt,multibugtrap,27,"[206, 231]","[23, 6]",4,61,12.5,207,300,300,323.72,True
10735,fmt,multibugtrap,28,"[39, 231]","[224, 17]",0,27,7.23,156,300,300,300.06,True
10736,fmt,multibugtrap,28,"[39, 231]","[224, 17]",1,27,6.37,156,300,300,300.06,True
10737,fmt,multibugtrap,28,"[39, 231]","[224, 17]",2,27,6.97,156,300,300,300.06,True
10738,fmt,multibugtrap,28,"[39, 231]","[224, 17]",3,27,6.75,156,300,300,300.06,True
10739,fmt,multibugtrap,28,"[39, 231]","[224, 17]",4,27,6.38,156,300,300,300.06,True
10740,fmt,multibugtrap,29,"[6, 17]","[234, 193]",0,84,10.87,319,300,300,352.95,True
10741,fmt,multibugtrap,29,"[6, 17]","[234, 193]",1,84,10.7,319,300,300,352.95,True
10742,fmt,multibugtrap,29,"[6, 17]","[234, 193]",2,84,11.24,319,300,300,352.95,True
10743,fmt,multibugtrap,29,"[6, 17]","[234, 193]",3,84,11.57,319,300,300,352.95,True
10744,fmt,multibugtrap,29,"[6, 17]","[234, 193]",4,84,11.19,319,300,300,352.95,True
10745,fmt,multibugtrap,30,"[202, 35]","[12, 247]",0,203,17.91,429,300,300,384.49,True
10746,fmt,multibugtrap,30,"[202, 35]","[12, 247]",1,203,17.51,429,300,300,384.49,True
10747,fmt,multibugtrap,30,"[202, 35]","[12, 247]",2,203,18.24,429,300,300,384.49,True
10748,fmt,multibugtrap,30,"[202, 35]","[12, 247]",3,203,17.95,429,300,300,384.49,True
10749,fmt,multibugtrap,30,"[202, 35]","[12, 247]",4,203,17.9,429,300,300,384.49,True
10750,fmt,shiftinggaps,31,"[75, 15]","[245, 228]",0,55,4.52,151,300,300,288.35,True
10751,fmt,shiftinggaps,31,"[75, 15]","[245, 228]",1,55,4.19,151,300,300,288.35,True
10752,fmt,shiftinggaps,31,"[75, 15]","[245, 228]",2,55,4.13,151,300,300,288.35,True
10753,fmt,shiftinggaps,31,"[75, 15]","[245, 228]",3,55,4.67,151,300,300,288.35,True
10754,fmt,shiftinggaps,31,"[75, 15]","[245, 228]",4,55,4.24,151,300,300,288.35,True
10755,fmt,shiftinggaps,32,"[20, 246]","[182, 13]",0,42,3.84,142,300,300,308.62,True
10756,fmt,shiftinggaps,32,"[20, 246]","[182, 13]",1,42,4.03,142,300,300,308.62,True
10757,fmt,shiftinggaps,32,"[20, 246]","[182, 13]",2,42,4.06,142,300,300,308.62,True
10758,fmt,shiftinggaps,32,"[20, 246]","[182, 13]",3,42,3.99,142,300,300,308.62,True
10759,fmt,shiftinggaps,32,"[20, 246]","[182, 13]",4,42,4.26,142,300,300,308.62,True
10760,fmt,shiftinggaps,33,"[5, 13]","[181, 246]",0,126,6.12,195,300,300,427.2,True
10761,fmt,shiftinggaps,33,"[5, 13]","[181, 246]",1,126,6.26,195,300,300,427.2,True
10762,fmt,shiftinggaps,33,"[5, 13]","[181, 246]",2,126,6.31,195,300,300,427.2,True
10763,fmt,shiftinggaps,33,"[5, 13]","[181, 246]",3,126,5.94,195,300,300,427.2,True
10764,fmt,shiftinggaps,33,"[5, 13]","[181, 246]",4,126,6.22,195,300,300,427.2,True
10765,fmt,shiftinggaps,34,"[27, 242]","[211, 27]",0,42,3.61,120,300,300,307.41,True
10766,fmt,shiftinggaps,34,"[27, 242]","[211, 27]",1,42,3.69,120,300,300,307.41,True
10767,fmt,shiftinggaps,34,"[27, 242]","[211, 27]",2,42,3.64,120,300,300,307.41,True
10768,fmt,shiftinggaps,34,"[27, 242]","[211, 27]",3,42,3.55,120,300,300,307.41,True
10769,fmt,shiftinggaps,34,"[27, 242]","[211, 27]",4,42,3.55,120,300,300,307.41,True
10770,fmt,shiftinggaps,35,"[205, 231]","[54, 6]",0,61,4.59,166,300,300,306.42,True
10771,fmt,shiftinggaps,35,"[205, 231]","[54, 6]",1,61,4.49,166,300,300,306.42,True
10772,fmt,shiftinggaps,35,"[205, 231]","[54, 6]",2,61,4.66,166,300,300,306.42,True
10773,fmt,shiftinggaps,35,"[205, 231]","[54, 6]",3,61,4.62,166,300,300,306.42,True
10774,fmt,shiftinggaps,35,"[205, 231]","[54, 6]",4,61,4.26,166,300,300,306.42,True
10775,fmt,bugtrap,36,"[244, 240]","[61, 8]",0,96,7.66,249,300,300,353.14,True
10776,fmt,bugtrap,36,"[244, 240]","[61, 8]",1,96,7.72,249,300,300,353.14,True
10777,fmt,bugtrap,36,"[244, 240]","[61, 8]",2,96,8.07,249,300,300,353.14,True
10778,fmt,bugtrap,36,"[244, 240]","[61, 8]",3,96,7.25,249,300,300,353.14,True
10779,fmt,bugtrap,36,"[244, 240]","[61, 8]",4,96,7.56,249,300,300,353.14,True
10780,fmt,bugtrap,37,"[37, 24]","[247, 198]",0,57,6.04,169,300,300,295.03,True
10781,fmt,bugtrap,37,"[37, 24]","[247, 198]",1,57,6.1,169,300,300,295.03,True
10782,fmt,bugtrap,37,"[37, 24]","[247, 198]",2,57,6.41,169,300,300,295.03,True
10783,fmt,bugtrap,37,"[37, 24]","[247, 198]",3,57,5.98,169,300,300,295.03,True
10784,fmt,bugtrap,37,"[37, 24]","[247, 198]",4,57,6.14,169,300,300,295.03,True
10785,fmt,bugtrap,38,"[15, 28]","[220, 219]",0,54,4.78,174,300,300,326.18,True
10786,fmt,bugtrap,38,"[15, 28]","[220, 219]",1,54,5.09,174,300,300,326.18,True
10787,fmt,bugtrap,38,"[15, 28]","[220, 219]",2,54,4.96,174,300,300,326.18,True
10788,fmt,bugtrap,38,"[15, 28]","[220, 219]",3,54,5.17,174,300,300,326.18,True
10789,fmt,bugtrap,38,"[15, 28]","[220, 219]",4,54,4.66,174,300,300,326.18,True
10790,fmt,bugtrap,39,"[51, 218]","[223, 6]",0,82,7.64,261,300,300,322.97,True
10791,fmt,bugtrap,39,"[51, 218]","[223, 6]",1,82,8.08,261,300,300,322.97,True
10792,fmt,bugtrap,39,"[51, 218]","[223, 6]",2,82,7.99,261,300,300,322.97,True
10793,fmt,bugtrap,39,"[51, 218]","[223, 6]",3,82,7.7,261,300,300,322.97,True
10794,fmt,bugtrap,39,"[51, 218]","[223, 6]",4,82,7.3,261,300,300,322.97,True
10795,fmt,bugtrap,40,"[236, 9]","[34, 250]",0,24,3.08,130,300,300,317.06,True
10796,fmt,bugtrap,40,"[236, 9]","[34, 250]",1,24,3.27,130,300,300,317.06,True
10797,fmt,bugtrap,40,"[236, 9]","[34, 250]",2,24,3.29,130,300,300,317.06,True
10798,fmt,bugtrap,40,"[236, 9]","[34, 250]",3,24,3.57,130,300,300,317.06,True
10799,fmt,bugtrap,40,"[236, 9]","[34, 250]",4,24,3.29,130,300,300,317.06,True
10800,fmt,alternatinggaps,01,"[232, 5]","[7, 165]",0,327,11.99,399,600,600,376.95,True
10801,fmt,alternatinggaps,01,"[232, 5]","[7, 165]",1,327,12.69,399,600,600,376.95,True
10802,fmt,alternatinggaps,01,"[232, 5]","[7, 165]",2,327,12.55,399,600,600,376.95,True
10803,fmt,alternatinggaps,01,"[232, 5]","[7, 165]",3,327,12.2,399,600,600,376.95,True
10804,fmt,alternatinggaps,01,"[232, 5]","[7, 165]",4,327,12.23,399,600,600,376.95,True
10805,fmt,alternatinggaps,02,"[10, 9]","[230, 198]",0,122,6.59,238,600,600,317.43,True
10806,fmt,alternatinggaps,02,"[10, 9]","[230, 198]",1,122,6.67,238,600,600,317.43,True
10807,fmt,alternatinggaps,02,"[10, 9]","[230, 198]",2,122,6.68,238,600,600,317.43,True
10808,fmt,alternatinggaps,02,"[10, 9]","[230, 198]",3,122,6.58,238,600,600,317.43,True
10809,fmt,alternatinggaps,02,"[10, 9]","[230, 198]",4,122,7.04,238,600,600,317.43,True
10810,fmt,alternatinggaps,03,"[245, 42]","[39, 249]",0,183,8.87,312,600,600,379.51,True
10811,fmt,alternatinggaps,03,"[245, 42]","[39, 249]",1,183,9.26,312,600,600,379.51,True
10812,fmt,alternatinggaps,03,"[245, 42]","[39, 249]",2,183,9.42,312,600,600,379.51,True
10813,fmt,alternatinggaps,03,"[245, 42]","[39, 249]",3,183,9.96,312,600,600,379.51,True
10814,fmt,alternatinggaps,03,"[245, 42]","[39, 249]",4,183,9.72,312,600,600,379.51,True
10815,fmt,alternatinggaps,04,"[19, 243]","[230, 32]",0,135,7.53,248,600,600,334.07,True
10816,fmt,alternatinggaps,04,"[19, 243]","[230, 32]",1,135,7.09,248,600,600,334.07,True
10817,fmt,alternatinggaps,04,"[19, 243]","[230, 32]",2,135,6.95,248,600,600,334.07,True
10818,fmt,alternatinggaps,04,"[19, 243]","[230, 32]",3,135,6.78,248,600,600,334.07,True
10819,fmt,alternatinggaps,04,"[19, 243]","[230, 32]",4,135,7.1,248,600,600,334.07,True
10820,fmt,alternatinggaps,05,"[246, 217]","[50, 10]",0,108,6.65,262,600,600,318.56,True
10821,fmt,alternatinggaps,05,"[246, 217]","[50, 10]",1,108,6.5,262,600,600,318.56,True
10822,fmt,alternatinggaps,05,"[246, 217]","[50, 10]",2,108,6.57,262,600,600,318.56,True
10823,fmt,alternatinggaps,05,"[246, 217]","[50, 10]",3,108,6.88,262,600,600,318.56,True
10824,fmt,alternatinggaps,05,"[246, 217]","[50, 10]",4,108,7.44,262,600,600,318.56,True
10825,fmt,bugtrapforest,06,"[41, 21]","[241, 238]",0,328,20.12,478,600,600,399.57,True
10826,fmt,bugtrapforest,06,"[41, 21]","[241, 238]",1,328,20.43,478,600,600,399.57,True
10827,fmt,bugtrapforest,06,"[41, 21]","[241, 238]",2,328,20.74,478,600,600,399.57,True
10828,fmt,bugtrapforest,06,"[41, 21]","[241, 238]",3,328,21.05,478,600,600,399.57,True
10829,fmt,bugtrapforest,06,"[41, 21]","[241, 238]",4,328,20.71,478,600,600,399.57,True
10830,fmt,bugtrapforest,07,"[14, 8]","[225, 179]",0,302,20.2,471,600,600,352.86,True
